geo_code,geo_name,country,latitude,longitude,segment_id,segment_label,overall_opportunity_score,opportunity_rank,opportunity_percentile,market_size_score,segment_priority_score,recommended_attraction_alignment_score,segment_category_fit_score,recommended_attraction_focus,recommended_attraction_name,recommended_attraction_brand,recommended_attraction_category,recommended_attraction_distance_miles,nearest_merlin_attraction,nearest_merlin_brand,nearest_merlin_category,nearest_merlin_distance_miles,recommended_product_focus,recommended_commercial_play,commercial_play_rationale,recommended_activation,annual_pass_repeat_visit_flag,cluster_marketing_flag,short_break_opportunity_flag,merlin_attractions_within_30_miles,merlin_attraction_cluster_names_30_miles,illustrative_revenue_opportunity_1pct_gbp,revenue_per_visitor_assumption_gbp,penetration_rate_assumption,key_contributing_driver,assumptions_flag,total_population,children_count_0_14,young_adult_count_15_24,core_family_adult_count_25_44,midlife_adult_count_45_64,older_adult_count_65_plus,total_households,households_with_dependent_children,households_deprived,households_not_deprived,households_no_car_or_van,households_with_car_or_van,residents_social_grade_ab_c1,children_share_0_14,young_adult_share_15_24,core_family_adult_share_25_44,midlife_adult_share_45_64,older_adult_share_65_plus,family_household_share,deprived_household_share,not_deprived_household_share,car_access_household_share,population_density_per_sq_km,ab_c1_social_grade_share
E02006611,Mid Sussex 008,England,51.0051,-0.07836,4,Mainstream Affluent Suburban Markets,94.6,66,0.9910505300839874,0.9425936123348018,1.0,0.8959457604736458,0.95,SEA LIFE - Family Discovery Attraction,SEA LIFE Brighton,SEA LIFE,Family Discovery Attraction,13.1,SEA LIFE Brighton,SEA LIFE,Family Discovery Attraction,13.1,Multi-attraction cluster marketing,Multi-attraction cluster marketing,High-opportunity MSOA with 2 Merlin attractions within 30 miles.,"Promote annual pass, multi-attraction bundles, CRM cross-sell and local cluster campaigns.",True,True,False,2,Chessington World of Adventures Resort; SEA LIFE Brighton,3584,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,11481,2337,914,2539,2915,2776,4657,1577,1756,2900,446,4212,6901,0.2035536974131173,0.0796097900879714,0.2211479836251197,0.2538977440989461,0.2417907847748454,0.3386300193257462,0.37706678118960707,0.6229332188103929,0.9042507513954486,2196.3,0.8124558511890746
E02006470,North Warwickshire 003,England,52.57015,-1.53743,4,Mainstream Affluent Suburban Markets,94.5,67,0.9909128459314333,0.9531938325991189,1.0,0.8780336720045034,0.95,SEA LIFE - Family Discovery Attraction,SEA LIFE Birmingham,SEA LIFE,Family Discovery Attraction,17.1,SEA LIFE Birmingham,SEA LIFE,Family Discovery Attraction,17.1,Multi-attraction cluster marketing,Multi-attraction cluster marketing,High-opportunity MSOA with 3 Merlin attractions within 30 miles.,"Promote annual pass, multi-attraction bundles, CRM cross-sell and local cluster campaigns.",True,True,False,3,Warwick Castle; Cadbury World; SEA LIFE Birmingham,3660,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,11736,1957,1188,2823,3253,2515,5242,1343,3101,2138,1146,4094,4054,0.1667518745739604,0.1012269938650306,0.2405419222903885,0.2771813224267212,0.2142978868438991,0.25619992369324684,0.5915681037771843,0.4084318962228157,0.7812977099236641,947.1,0.451598529575582
E02000751,Redbridge 001,England,51.61522,0.024705,4,Mainstream Affluent Suburban Markets,94.4,68,0.9907751617788793,0.9269686123348018,1.0,0.9103720079487099,0.95,Shrek's Adventure! - Family Discovery Attraction,Shrek's Adventure! London,Shrek's Adventure!,Family Discovery Attraction,10.1,London Eye,London Eye,Urban Icon Attraction,10.0,Multi-attraction cluster marketing,Multi-attraction cluster marketing,High-opportunity MSOA with 7 Merlin attractions within 30 miles.,"Promote annual pass, multi-attraction bundles, CRM cross-sell and local cluster campaigns.",True,True,False,7,Thorpe Park; Chessington World of Adventures Resort; London Eye; Madame Tussauds London; London Dungeon; Shrek's Adventure! London; SEA LIFE London Aquarium,3477,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,11161,1885,1079,2685,3088,2424,4437,1346,1926,2512,765,3674,6506,0.1688916763730848,0.0966759250963175,0.2405698414120598,0.2766777170504435,0.2171848400680942,0.30335812485913904,0.4340770791075051,0.565922920892495,0.8276638882631223,3629.4,0.7655018237439699
E02003447,Wokingham 009,England,51.43043,-0.88588,4,Mainstream Affluent Suburban Markets,94.4,69,0.9906374776263253,0.9023265418502202,1.0,0.9441156631226707,1.0,LEGOLAND - Family Theme Park,LEGOLAND Windsor Resort,LEGOLAND,Family Theme Park,10.3,LEGOLAND Windsor Resort,LEGOLAND,Family Theme Park,10.3,Multi-attraction cluster marketing,Multi-attraction cluster marketing,High-opportunity MSOA with 3 Merlin attractions within 30 miles.,"Promote annual pass, multi-attraction bundles, CRM cross-sell and local cluster campaigns.",True,True,False,3,Thorpe Park; Chessington World of Adventures Resort; LEGOLAND Windsor Resort,3338,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,10714,2242,1121,3028,2855,1468,3947,1539,1482,2466,303,3645,6887,0.2092589135710285,0.1046294567855142,0.2826208698898637,0.2664737726339369,0.1370169871196565,0.389916392196605,0.3754750443374715,0.6245249556625285,0.9232522796352584,1982.9,0.7568963622376085
E02005121,Swale 007,England,51.37756,0.729736,4,Mainstream Affluent Suburban Markets,94.4,70,0.9904997934737712,0.9953193832599119,1.0,0.8210019324327869,1.0,Chessington - Family Theme Park,Chessington World of Adventures Resort,Chessington,Family Theme Park,45.4,London Dungeon,The Dungeons,Young Adult Immersive,37.7,Other,Other,"MSOA does not meet the simple rules for cluster marketing, annual pass, or short-break activation.","Retain for broader seasonal, local, or tactical activity rather than a specific strategic play.",False,False,False,0,None within 30 miles,4372,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,14035,2954,1659,4103,3651,1668,5223,1998,2606,2617,530,4695,6753,0.2104738154613466,0.1182044887780548,0.292340577128607,0.260135375846099,0.1188457427858924,0.38253877082136706,0.4989469653455868,0.5010530346544132,0.8985645933014355,798.5,0.552573439162098
E02005470,South Holland 006,England,52.78999,-0.15463,4,Mainstream Affluent Suburban Markets,94.4,71,0.9903621093212172,0.9845126651982379,1.0,0.8338002573988045,0.95,SEA LIFE - Family Discovery Attraction,SEA LIFE Hunstanton,SEA LIFE,Family Discovery Attraction,28.8,SEA LIFE Hunstanton,SEA LIFE,Family Discovery Attraction,28.8,Annual pass,Annual pass,High-opportunity MSOA within 30 miles of the recommended attraction.,"Promote annual pass value, repeat-visit benefits and in-attraction upsell opportunities.",True,False,False,1,SEA LIFE Hunstanton,4027,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,12926,2222,1358,3974,3116,2256,5499,1665,2919,2578,1074,4423,4558,0.1719015936871422,0.1050595698591985,0.3074423642271391,0.2410645211202228,0.1745319511062973,0.3027823240589198,0.5308237861429351,0.46917621385706487,0.8046207022012006,2681.3,0.4328996105992971
E02006593,Horsham 006,England,51.06634,-0.32558,4,Mainstream Affluent Suburban Markets,94.4,72,0.990224425168663,0.9332323788546255,1.0,0.903132186235208,1.0,Chessington - Family Theme Park,Chessington World of Adventures Resort,Chessington,Family Theme Park,19.5,SEA LIFE Brighton,SEA LIFE,Family Discovery Attraction,18.9,Multi-attraction cluster marketing,Multi-attraction cluster marketing,High-opportunity MSOA with 3 Merlin attractions within 30 miles.,"Promote annual pass, multi-attraction bundles, CRM cross-sell and local cluster campaigns.",True,True,False,3,Thorpe Park; Chessington World of Adventures Resort; SEA LIFE Brighton,3515,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,11284,1837,1109,3279,2770,2289,5234,1309,2622,2613,1393,3843,5800,0.162796880538816,0.0982807515065579,0.2905884438142502,0.2454803261254874,0.2028535980148883,0.250095529231945,0.5009552923194498,0.4990447076805502,0.733957219251337,3880.0,0.6571493315205076
E02001017,Bolton 034,England,53.54008,-2.36647,4,Mainstream Affluent Suburban Markets,94.3,73,0.990086741016109,0.9065941629955947,1.0,0.9356714633996958,0.95,SEA LIFE - Family Discovery Attraction,SEA LIFE Manchester,SEA LIFE,Family Discovery Attraction,5.1,SEA LIFE Manchester,SEA LIFE,Family Discovery Attraction,5.1,Annual pass,Annual pass,High-opportunity MSOA within 30 miles of the recommended attraction.,"Promote annual pass value, repeat-visit benefits and in-attraction upsell opportunities.",True,False,False,1,SEA LIFE Manchester,3353,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,10774,1949,1200,2713,3021,1891,4663,1399,2491,2170,911,3750,4546,0.180898459253759,0.1113792463337664,0.2518099127529237,0.2803972526452571,0.1755151290142936,0.3000214454214025,0.5342054471370362,0.4657945528629638,0.8045483801759279,1636.6,0.5233709417453373
E02002607,Warrington 018,England,53.38697,-2.59824,4,Mainstream Affluent Suburban Markets,94.3,74,0.989949056863555,0.9316492290748899,1.0,0.9019489670724661,0.95,SEA LIFE - Family Discovery Attraction,SEA LIFE Manchester,SEA LIFE,Family Discovery Attraction,11.8,SEA LIFE Manchester,SEA LIFE,Family Discovery Attraction,11.8,Annual pass,Annual pass,High-opportunity MSOA within 30 miles of the recommended attraction.,"Promote annual pass value, repeat-visit benefits and in-attraction upsell opportunities.",True,False,False,1,SEA LIFE Manchester,3497,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,11238,1642,1108,3916,2690,1882,5654,1180,2970,2684,1761,3891,4648,0.1461114077237942,0.0985940558818295,0.3484605801744083,0.2393664353087738,0.1674675209111941,0.20870180403254332,0.5252918287937743,0.47470817120622566,0.6884288747346072,1765.2,0.5096491228070176
E02005683,West Northamptonshire 046,England,52.15574,-0.88442,4,Mainstream Affluent Suburban Markets,94.3,75,0.989811372711001,0.998898678414097,1.0,0.8129971234028195,1.0,LEGOLAND - Family Theme Park,LEGOLAND Windsor Resort,LEGOLAND,Family Theme Park,48.8,Warwick Castle,Warwick Castle,Heritage Attraction,30.9,Short break,Short break,High-opportunity family/affluent MSOA at a practical overnight-trip distance.,"Promote short-break packages, overnight stays and family premium occasions.",False,False,True,0,None within 30 miles,4678,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,15034,2887,1473,3915,4170,2589,5966,2048,2517,3450,483,5486,8513,0.1920313955035253,0.0979779167220965,0.2604097379273646,0.2773712917387255,0.1722096581082879,0.34327857861213545,0.42189071404626216,0.5781092859537378,0.9190819232702296,262.3,0.6972725038905725
E02006341,Epsom and Ewell 007,England,51.33828,-0.26815,4,Mainstream Affluent Suburban Markets,94.2,76,0.989673688558447,0.8650881057268722,1.0,0.9858722556108638,1.0,Chessington - Family Theme Park,Chessington World of Adventures Resort,Chessington,Family Theme Park,2.4,Chessington World of Adventures Resort,Chessington,Family Theme Park,2.4,Multi-attraction cluster marketing,Multi-attraction cluster marketing,High-opportunity MSOA with 8 Merlin attractions within 30 miles.,"Promote annual pass, multi-attraction bundles, CRM cross-sell and local cluster campaigns.",True,True,False,8,Thorpe Park; Chessington World of Adventures Resort; LEGOLAND Windsor Resort; London Eye; Madame Tussauds London; London Dungeon; Shrek's Adventure! London; SEA LIFE London Aquarium,3187,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,10252,1890,1209,2804,2656,1693,4110,1372,1838,2273,778,3334,6019,0.1843542723371049,0.1179282091299258,0.2735076082715568,0.259071400702302,0.1651385095591104,0.3338199513381995,0.44720194647201944,0.5527980535279806,0.8107976653696498,4406.8,0.71697438951757
E02006810,Sandwell 039,England,52.53972,-1.96987,4,Mainstream Affluent Suburban Markets,94.2,77,0.9895360044058928,0.9007433920704846,1.0,0.9376024396796157,0.95,SEA LIFE - Family Discovery Attraction,SEA LIFE Birmingham,SEA LIFE,Family Discovery Attraction,4.8,SEA LIFE Birmingham,SEA LIFE,Family Discovery Attraction,4.8,Multi-attraction cluster marketing,Multi-attraction cluster marketing,High-opportunity MSOA with 3 Merlin attractions within 30 miles.,"Promote annual pass, multi-attraction bundles, CRM cross-sell and local cluster campaigns.",True,True,False,3,Warwick Castle; Cadbury World; SEA LIFE Birmingham,3323,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,10691,1785,1344,2639,2812,2111,4315,1256,2479,1836,1013,3304,3981,0.1669628659620241,0.1257132167243475,0.2468431390889533,0.2630249742774296,0.1974558039472453,0.2910776361529548,0.5745075318655851,0.4254924681344149,0.7653463053046097,2658.8,0.4729151817533856
E02000083,Bexley 019,England,51.45347,0.182924,4,Mainstream Affluent Suburban Markets,94.1,78,0.9893983202533388,0.9325440528634361,1.0,0.8938344969711649,0.95,Shrek's Adventure! - Family Discovery Attraction,Shrek's Adventure! London,Shrek's Adventure!,Family Discovery Attraction,13.5,London Dungeon,The Dungeons,Young Adult Immersive,13.5,Multi-attraction cluster marketing,Multi-attraction cluster marketing,High-opportunity MSOA with 6 Merlin attractions within 30 miles.,"Promote annual pass, multi-attraction bundles, CRM cross-sell and local cluster campaigns.",True,True,False,6,Chessington World of Adventures Resort; London Eye; Madame Tussauds London; London Dungeon; Shrek's Adventure! London; SEA LIFE London Aquarium,3499,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,11267,2225,1312,3434,2816,1480,4445,1580,2278,2166,958,3486,5586,0.1974793645158427,0.1164462589864205,0.3047838821336647,0.2499334339220733,0.1313570604419987,0.35545556805399325,0.5124859392575928,0.4875140607424072,0.7844284428442845,3013.2,0.5821782178217821
E02000084,Bexley 020,England,51.45296,0.1277,4,Mainstream Affluent Suburban Markets,94.1,79,0.9892606361007849,0.9237334801762115,1.0,0.9045016620075959,0.95,SEA LIFE - Family Discovery Attraction,SEA LIFE London Aquarium,SEA LIFE,Family Discovery Attraction,11.3,London Dungeon,The Dungeons,Young Adult Immersive,11.3,Multi-attraction cluster marketing,Multi-attraction cluster marketing,High-opportunity MSOA with 7 Merlin attractions within 30 miles.,"Promote annual pass, multi-attraction bundles, CRM cross-sell and local cluster campaigns.",True,True,False,7,Thorpe Park; Chessington World of Adventures Resort; London Eye; Madame Tussauds London; London Dungeon; Shrek's Adventure! London; SEA LIFE London Aquarium,3451,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,11114,2060,1112,2871,2976,2095,4196,1401,1902,2297,590,3608,6001,0.1853518085297822,0.1000539859636494,0.2583228360626237,0.2677703797012776,0.1885009897426669,0.3338894184938036,0.4532888465204957,0.5467111534795043,0.859456884230586,4285.5,0.6813124432334242
E02000806,Richmond upon Thames 023,England,51.4071,-0.3332,4,Mainstream Affluent Suburban Markets,94.1,80,0.9891229519482307,0.8703193832599119,1.0,0.9764941461996827,1.0,Chessington - Family Theme Park,Chessington World of Adventures Resort,Chessington,Family Theme Park,4.1,Chessington World of Adventures Resort,Chessington,Family Theme Park,4.1,Multi-attraction cluster marketing,Multi-attraction cluster marketing,High-opportunity MSOA with 8 Merlin attractions within 30 miles.,"Promote annual pass, multi-attraction bundles, CRM cross-sell and local cluster campaigns.",True,True,False,8,Thorpe Park; Chessington World of Adventures Resort; LEGOLAND Windsor Resort; London Eye; Madame Tussauds London; London Dungeon; Shrek's Adventure! London; SEA LIFE London Aquarium,3198,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,10299,1837,887,2459,3104,2012,4254,1329,1685,2571,754,3500,6349,0.178366831731236,0.0861248664918924,0.2387610447616273,0.3013884843188659,0.1953587726963783,0.3124118476727786,0.39609779031499764,0.6039022096850024,0.8227550540667607,1497.6,0.7873263888888888
E02002598,Warrington 009,England,53.40646,-2.65766,4,Mainstream Affluent Suburban Markets,94.1,81,0.9889852677956767,0.9312362334801763,1.0,0.8938746459015214,0.95,SEA LIFE - Family Discovery Attraction,SEA LIFE Manchester,SEA LIFE,Family Discovery Attraction,13.5,SEA LIFE Manchester,SEA LIFE,Family Discovery Attraction,13.5,Annual pass,Annual pass,High-opportunity MSOA within 30 miles of the recommended attraction.,"Promote annual pass value, repeat-visit benefits and in-attraction upsell opportunities.",True,False,False,1,SEA LIFE Manchester,3488,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,11233,2371,1171,3507,3089,1095,4264,1678,1398,2866,287,3977,7783,0.2110745125968129,0.1042464168076204,0.3122051099439152,0.2749933232440131,0.0974806374076382,0.39352720450281425,0.32786116322701686,0.6721388367729831,0.9326923076923076,1953.1,0.774659102219568
E02004684,Basingstoke and Deane 010,England,51.27773,-1.11906,4,Mainstream Affluent Suburban Markets,94.1,82,0.9888475836431226,0.9389454845814978,1.0,0.8860891111415864,1.0,LEGOLAND - Family Theme Park,LEGOLAND Windsor Resort,LEGOLAND,Family Theme Park,23.9,LEGOLAND Windsor Resort,LEGOLAND,Family Theme Park,23.9,Multi-attraction cluster marketing,Multi-attraction cluster marketing,High-opportunity MSOA with 2 Merlin attractions within 30 miles.,"Promote annual pass, multi-attraction bundles, CRM cross-sell and local cluster campaigns.",True,True,False,2,Thorpe Park; LEGOLAND Windsor Resort,3533,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,11376,2237,1216,3890,2724,1309,4593,1553,2049,2543,782,3813,6405,0.1966420534458509,0.1068917018284106,0.3419479606188467,0.2394514767932489,0.1150668073136427,0.3381232310037013,0.44611365120836055,0.5538863487916394,0.8298150163220892,3295.2,0.6452100332426715
E02004945,Stevenage 002,England,51.92001,-0.19759,4,Mainstream Affluent Suburban Markets,94.1,83,0.9887098994905686,0.9691629955947136,1.0,0.8429713490065293,1.0,LEGOLAND - Family Theme Park,LEGOLAND Windsor Resort,LEGOLAND,Family Theme Park,37.1,Madame Tussauds London,Madame Tussauds,Urban Icon Attraction,27.5,Multi-attraction cluster marketing,Multi-attraction cluster marketing,High-opportunity MSOA with 5 Merlin attractions within 30 miles.,"Promote annual pass, multi-attraction bundles, CRM cross-sell and local cluster campaigns.",False,True,False,5,London Eye; Madame Tussauds London; London Dungeon; Shrek's Adventure! London; SEA LIFE London Aquarium,3798,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,12232,2236,1241,3645,3138,1972,4852,1534,2206,2648,796,4058,6303,0.1827992151733159,0.1014551994767822,0.2979888816219751,0.2565402223675605,0.1612164813603662,0.31615828524319867,0.4546578730420445,0.5453421269579555,0.8360115368768026,2470.0,0.6351269649334945
E02005149,Tonbridge and Malling 001,England,51.32889,0.487677,4,Mainstream Affluent Suburban Markets,94.1,84,0.9885722153380146,0.9653083700440529,1.0,0.8491043843370878,1.0,Chessington - Family Theme Park,Chessington World of Adventures Resort,Chessington,Family Theme Park,35.0,London Dungeon,The Dungeons,Young Adult Immersive,28.9,Multi-attraction cluster marketing,Multi-attraction cluster marketing,High-opportunity MSOA with 4 Merlin attractions within 30 miles.,"Promote annual pass, multi-attraction bundles, CRM cross-sell and local cluster campaigns.",False,True,False,4,London Eye; London Dungeon; Shrek's Adventure! London; SEA LIFE London Aquarium,3758,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,12101,2168,1210,3319,3341,2063,4945,1547,2215,2730,358,4590,6203,0.1791587472109743,0.099991736220147,0.2742748533179076,0.2760928848855467,0.1704817783654243,0.3128412537917088,0.44792719919110213,0.5520728008088979,0.927647534357316,477.4,0.6307066598881546
E02006532,Warwick 014,England,52.2449,-1.58768,4,Mainstream Affluent Suburban Markets,94.1,85,0.9884345311854605,0.950715859030837,1.0,0.8686451460030499,0.95,Cadbury World - Family Discovery Attraction,Cadbury World,Cadbury World,Family Discovery Attraction,19.4,Warwick Castle,Warwick Castle,Heritage Attraction,2.4,Multi-attraction cluster marketing,Multi-attraction cluster marketing,High-opportunity MSOA with 3 Merlin attractions within 30 miles.,"Promote annual pass, multi-attraction bundles, CRM cross-sell and local cluster campaigns.",True,True,False,3,Warwick Castle; Cadbury World; SEA LIFE Birmingham,3615,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,11642,2388,1028,3311,2972,1943,4735,1669,1753,2982,334,4398,7089,0.205119395292905,0.0883009792131936,0.2844013056175914,0.2552825974918399,0.16689572238447,0.3524815205913411,0.3702217529039071,0.6297782470960929,0.9294167371090448,223.9,0.7413720978874713
E02000230,Croydon 037,England,51.33903,-0.11326,4,Mainstream Affluent Suburban Markets,94.0,86,0.9882968470329065,0.8876651982378855,1.0,0.9505068729920971,1.0,Chessington - Family Theme Park,Chessington World of Adventures Resort,Chessington,Family Theme Park,9.0,Chessington World of Adventures Resort,Chessington,Family Theme Park,9.0,Multi-attraction cluster marketing,Multi-attraction cluster marketing,High-opportunity MSOA with 8 Merlin attractions within 30 miles.,"Promote annual pass, multi-attraction bundles, CRM cross-sell and local cluster campaigns.",True,True,False,8,Thorpe Park; Chessington World of Adventures Resort; LEGOLAND Windsor Resort; London Eye; Madame Tussauds London; London Dungeon; Shrek's Adventure! London; SEA LIFE London Aquarium,3258,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,10503,1832,977,3081,2707,1906,4233,1286,1818,2414,1095,3136,5985,0.1744263543749405,0.0930210416071598,0.2933447586403884,0.2577358849852423,0.1814719603922688,0.30380344909047957,0.4294826364280652,0.5705173635719347,0.7411959347671945,4016.4,0.7277480544747081
E02003219,Swindon 008,England,51.58583,-1.72234,4,Mainstream Affluent Suburban Markets,94.0,87,0.9881591628803524,0.9866464757709251,1.0,0.8177715049036831,1.0,LEGOLAND - Family Theme Park,LEGOLAND Windsor Resort,LEGOLAND,Family Theme Park,46.8,LEGOLAND Windsor Resort,LEGOLAND,Family Theme Park,46.8,Short break,Short break,High-opportunity family/affluent MSOA at a practical overnight-trip distance.,"Promote short-break packages, overnight stays and family premium occasions.",False,False,True,0,None within 30 miles,4046,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,13042,2925,1186,3948,3260,1723,4943,1890,1778,3168,300,4647,7949,0.2242754178806931,0.0909369728569237,0.3027143076215304,0.2499616623217297,0.1321116393191228,0.38235889136152135,0.359700586688246,0.640299413311754,0.9393571861734384,133.6,0.7120845650810714
E02004679,Basingstoke and Deane 005,England,51.3197,-1.04226,4,Mainstream Affluent Suburban Markets,94.0,88,0.9880214787277984,0.9233204845814978,1.0,0.902997350688388,1.0,LEGOLAND - Family Theme Park,LEGOLAND Windsor Resort,LEGOLAND,Family Theme Park,19.5,LEGOLAND Windsor Resort,LEGOLAND,Family Theme Park,19.5,Multi-attraction cluster marketing,Multi-attraction cluster marketing,High-opportunity MSOA with 2 Merlin attractions within 30 miles.,"Promote annual pass, multi-attraction bundles, CRM cross-sell and local cluster campaigns.",True,True,False,2,Thorpe Park; LEGOLAND Windsor Resort,3447,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,11111,2170,998,3116,3023,1804,4481,1497,1694,2786,326,4154,6634,0.1953019530195301,0.089820898208982,0.2804428044280442,0.2720727207272073,0.1623616236162361,0.33407721490738673,0.37804061593394334,0.6219593840660567,0.9272321428571428,162.8,0.7268543880793251
E02005123,Swale 009,England,51.34395,0.699592,4,Mainstream Affluent Suburban Markets,94.0,89,0.9878837945752443,0.9812775330396476,1.0,0.8242576452873949,1.0,Chessington - Family Theme Park,Chessington World of Adventures Resort,Chessington,Family Theme Park,44.1,London Dungeon,The Dungeons,Young Adult Immersive,37.0,Other,Other,"MSOA does not meet the simple rules for cluster marketing, annual pass, or short-break activation.","Retain for broader seasonal, local, or tactical activity rather than a specific strategic play.",False,False,False,0,None within 30 miles,3956,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,12752,2547,1378,3602,3159,2066,4892,1708,2427,2469,586,4309,5875,0.1997333751568381,0.1080614805520702,0.282465495608532,0.2477258469259724,0.1620138017565872,0.3491414554374489,0.49611610793131644,0.5038838920686836,0.8802860061287028,836.8,0.5595238095238095
E02005150,Tonbridge and Malling 002,England,51.33463,0.42974,4,Mainstream Affluent Suburban Markets,94.0,90,0.9877461104226903,0.958012114537445,1.0,0.8567957949086729,1.0,Chessington - Family Theme Park,Chessington World of Adventures Resort,Chessington,Family Theme Park,32.4,London Dungeon,The Dungeons,Young Adult Immersive,26.4,Multi-attraction cluster marketing,Multi-attraction cluster marketing,High-opportunity MSOA with 5 Merlin attractions within 30 miles.,"Promote annual pass, multi-attraction bundles, CRM cross-sell and local cluster campaigns.",False,True,False,5,London Eye; Madame Tussauds London; London Dungeon; Shrek's Adventure! London; SEA LIFE London Aquarium,3670,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,11830,2355,1160,3422,3050,1843,4942,1556,2533,2404,669,4271,5119,0.1990701606086221,0.0980557903634826,0.2892645815722738,0.2578191039729501,0.1557903634826711,0.31485228652367464,0.5125455281262646,0.48745447187373536,0.8645748987854251,1344.4,0.5230942162272635
E02005980,Vale of White Horse 003,England,51.69221,-1.28896,4,Mainstream Affluent Suburban Markets,94.0,91,0.9876084262701363,0.95443281938326,1.0,0.8596092625365355,1.0,LEGOLAND - Family Theme Park,LEGOLAND Windsor Resort,LEGOLAND,Family Theme Park,31.6,LEGOLAND Windsor Resort,LEGOLAND,Family Theme Park,31.6,Other,Other,"MSOA does not meet the simple rules for cluster marketing, annual pass, or short-break activation.","Retain for broader seasonal, local, or tactical activity rather than a specific strategic play.",False,False,False,0,None within 30 miles,3648,33.0,0.01,large local market,Straight-line distance proxy in miles; judgement-based weights; attraction coordinates and simplified categories are maintained in merlin_attraction_data.csv.,11761,2187,1658,2715,2835,2366,4188,1252,1730,2456,369,3820,5211,0.1859535753762435,0.1409744069381855,0.2308477170308647,0.2410509310432786,0.2011733696114276,0.29894937917860553,0.4130850047755492,0.5869149952244508,0.9119121508713296,272.9,0.6666240245618523
